symbol,bid_size,bid,ask,ask_size,last,change,open,high,low,previous_close,turnover,volume,operations,datetime,expiration,strike,kind,underlying_asset
GFGC2300JU,,,1267.4,1.0,,,,,,480.1,,,,,2024-06-19,2300.0,CALL,GGAL
GFGV2300JU,12.0,8.695,,,,,,,,60.0,,,,,2024-06-19,2300.0,PUT,GGAL
GFGC2400JU,1.0,415.5,1942.0,2.0,,,,,,580.0,,,,,2024-06-19,2400.0,CALL,GGAL
GFGV2400JU,,,,,,,,,,17.755,,,,,2024-06-19,2400.0,PUT,GGAL
GFGC2500JU,6.0,373.75,,,,,,,,,,,,,2024-06-19,2500.0,CALL,GGAL
GFGV2500JU,,,,,,,,,,25.0,,,,,2024-06-19,2500.0,PUT,GGAL
GFGC2600JU,5.0,333.85,,,,,,,,,,,,,2024-06-19,2600.0,CALL,GGAL
GFGV2600JU,,,,,,,,,,50.0,,,,,2024-06-19,2600.0,PUT,GGAL
GFGC2700JU,,,549.8,2.0,,,,,,335.0,,,,,2024-06-19,2700.0,CALL,GGAL
GFGC2800JU,1.0,263.0,1029.9,1.0,,,,,,1030.0,,,,,2024-06-19,2800.0,CALL,GGAL
GFGC2900JU,5.0,218.1,,,,,,,,,,,,,2024-06-19,2900.0,CALL,GGAL
GFGC3000JU,1.0,320.0,350.0,1.0,350.0,25.0,360.0,360.0,350.0,280.0,107000.0,3.0,2.0,2024-02-22 11:52:23,2024-06-19,3000.0,CALL,GGAL
GFGC3150JU,6.0,124.75,,,,,,,,,,,,,2024-06-19,3150.0,CALL,GGAL
GFGC3300JU,5.0,85.35,,,,,,,,,,,,,2024-06-19,3300.0,CALL,GGAL
GFGC3450JU,6.0,55.65,,,,,,,,,,,,,2024-06-19,3450.0,CALL,GGAL
GFGC3600JU,4.0,36.45,150.0,3.0,,,,,,125.0,,,,,2024-06-19,3600.0,CALL,GGAL
GFGC3900JU,,,,,,,,,,130.0,,,,,2024-06-19,3900.0,CALL,GGAL
GFGC4050JU,6.0,22.001,,,,,,,,,,,,,2024-06-19,4050.0,CALL,GGAL
GFGC4200JU,,,387.5,2.0,,,,,,80.0,,,,,2024-06-19,4200.0,CALL,GGAL
GFGC2400AG,9.0,129.1,,,,,,,,,,,,,2024-08-16,2400.0,CALL,GGAL
GFGC2700AG,5.0,442.35,,,,,,,,,,,,,2024-08-16,2700.0,CALL,GGAL
GFGC2800AG,6.0,406.45,,,,,,,,,,,,,2024-08-16,2800.0,CALL,GGAL
GFGC2900AG,6.0,377.75,,,,,,,,,,,,,2024-08-16,2900.0,CALL,GGAL
GFGC3000AG,6.0,345.65,,,,,,,,,,,,,2024-08-16,3000.0,CALL,GGAL
GFGC3300AG,5.0,243.65,,,,,,,,,,,,,2024-08-16,3300.0,CALL,GGAL
GFGC3450AG,4.0,181.65,,,,,,,,,,,,,2024-08-16,3450.0,CALL,GGAL
GFGC3900AG,4.0,62.25,,,,,,,,,,,,,2024-08-16,3900.0,CALL,GGAL
HARC1400AB,1.0,87.6,,,,,,,,,,,,,2024-04-19,1400.0,CALL,HARG
HARC1500AB,1.0,49.7,,,,,,,,,,,,,2024-04-19,1500.0,CALL,HARG
HARC1600AB,2.0,41.9,,,,,,,,,,,,,2024-04-19,1600.0,CALL,HARG
HARC1400JU,1.0,185.3,,,,,,,,,,,,,2024-06-19,1400.0,CALL,HARG
HARC1400AG,1.0,266.9,,,,,,,,,,,,,2024-08-16,1400.0,CALL,HARG
HARC1500AG,1.0,215.3,,,,,,,,,,,,,2024-08-16,1500.0,CALL,HARG
LOMC1360AB,1.0,225.0,,,,,,,,500.0,,,,,2024-04-19,1360.0,CALL,LOMA
LOMC1420AB,1.0,195.9,,,,,,,,,,,,,2024-04-19,1420.0,CALL,LOMA
LOMV1420AB,2.0,17.35,,,,,,,,10.25,,,,,2024-04-19,1420.0,PUT,LOMA
LOMC1480AB,1.0,168.9,,,,,,,,,,,,,2024-04-19,1480.0,CALL,LOMA
LOMV1480AB,1.0,31.9,,,,,,,,111.3,,,,,2024-04-19,1480.0,PUT,LOMA
LOMC1800AB,1.0,47.6,,,,,,,,,,,,,2024-04-19,1800.0,CALL,LOMA
LOMC2100AB,4.0,9.34,,,,,,,,,,,,,2024-04-19,2100.0,CALL,LOMA
LOMC2200AB,5.0,4.73,,,,,,,,,,,,,2024-04-19,2200.0,CALL,LOMA
LOMC1600JU,1.0,244.3,,,,,,,,,,,,,2024-06-19,1600.0,CALL,LOMA
LOMC1700JU,1.0,209.3,,,,,,,,,,,,,2024-06-19,1700.0,CALL,LOMA
LOMC1900JU,1.0,126.8,,,,,,,,,,,,,2024-06-19,1900.0,CALL,LOMA
LOMC2200JU,1.0,61.6,,,,,,,,,,,,,2024-06-19,2200.0,CALL,LOMA
PAMC1960MA,1.0,30.0,,,,,,,,,,,,,2024-03-15,1960.0,CALL,PAMP
PAMC2200MA,,,,,,,,,,80.0,,,,,2024-03-15,2200.0,CALL,PAMP
PAMC1240AB,2.0,800.0,,,,,,,,880.0,,,,,2024-04-19,1240.0,CALL,PAMP
PAMC1720AB,,,,,,,,,,850.0,,,,,2024-04-19,1720.0,CALL,PAMP
PAMV1720AB,,,,,,,,,,16.0,,,,,2024-04-19,1720.0,PUT,PAMP
PAMC1780AB,1.0,279.9,,,,,,,,,,,,,2024-04-19,1780.0,CALL,PAMP
PAMV1780AB,2.0,7.73,45.6,23.0,,,,,,29.5,,,,,2024-04-19,1780.0,PUT,PAMP
PAMC1840AB,1.0,275.0,482.0,2.0,,,,,,361.667,,,,,2024-04-19,1840.0,CALL,PAMP
PAMV1840AB,,,55.0,1.0,,,,,,70.0,,,,,2024-04-19,1840.0,PUT,PAMP
PAMC1900AB,1.0,221.9,381.36,20.0,,,,,,425.0,,,,,2024-04-19,1900.0,CALL,PAMP
PAMC1960AB,1.0,196.1,348.29,20.0,,,,,,,,,,,2024-04-19,1960.0,CALL,PAMP
PAMC2020AB,5.0,207.1,317.31,20.0,,,,,,269.4,,,,,2024-04-19,2020.0,CALL,PAMP
PAMV2020AB,1.0,80.0,402.6,10.0,,,,,,114.3,,,,,2024-04-19,2020.0,PUT,PAMP
PAMC2080AB,1.0,134.0,288.39,20.0,,,,,,800.0,,,,,2024-04-19,2080.0,CALL,PAMP
PAMV2080AB,1.0,85.0,,,,,,,,,,,,,2024-04-19,2080.0,PUT,PAMP
PAMC2140AB,1.0,110.0,262.13,20.0,,,,,,650.0,,,,,2024-04-19,2140.0,CALL,PAMP
PAMV2140AB,1.0,146.1,,,,,,,,,,,,,2024-04-19,2140.0,PUT,PAMP
PAMC2200AB,1.0,150.0,210.0,1.0,,,,,,159.0,,,,,2024-04-19,2200.0,CALL,PAMP
PAMV2200AB,,,,,,,,,,215.9,,,,,2024-04-19,2200.0,PUT,PAMP
PAMC2260AB,1.0,145.0,248.2,1.0,185.0,37.03,160.0,185.0,160.0,135.0,194500.0,12.0,3.0,2024-02-22 11:58:50,2024-04-19,2260.0,CALL,PAMP
PAMV2260AB,8.0,307.4,350.0,1.0,,,,,,381.1,,,,,2024-04-19,2260.0,PUT,PAMP
PAMC2380AB,1.0,44.4,,,,,,,,,,,,,2024-04-19,2380.0,CALL,PAMP
PAMC2490AB,2.0,27.1,,,,,,,,,,,,,2024-04-19,2490.0,CALL,PAMP
PAMC2600AB,,,,,,,,,,300.0,,,,,2024-04-19,2600.0,CALL,PAMP
PAMC2710AB,,,76.0,8.0,,,,,,76.0,,,,,2024-04-19,2710.0,CALL,PAMP
PAMC2820AB,2.0,41.0,46.0,27.0,46.0,15.0,40.0,46.0,32.7,40.0,167980.0,47.0,9.0,2024-02-22 11:58:41,2024-04-19,2820.0,CALL,PAMP
PAMC1960JU,1.0,356.2,,,,,,,,,,,,,2024-06-19,1960.0,CALL,PAMP
PAMV1960JU,1.0,50.3,,,,,,,,,,,,,2024-06-19,1960.0,PUT,PAMP
PAMC2020JU,1.0,333.2,,,,,,,,,,,,,2024-06-19,2020.0,CALL,PAMP
PAMC2080JU,1.0,310.2,,,,,,,,,,,,,2024-06-19,2080.0,CALL,PAMP
PAMC2140JU,1.0,289.1,2000.0,1.0,,,,,,330.0,,,,,2024-06-19,2140.0,CALL,PAMP
PAMV2200JU,1.0,80.46,,,,,,,,13.41,,,,,2024-06-19,2200.0,PUT,PAMP
PAMC2260JU,1.0,247.8,,,,,,,,,,,,,2024-06-19,2260.0,CALL,PAMP
PAMV2260JU,1.0,120.0,,,,,,,,20.0,,,,,2024-06-19,2260.0,PUT,PAMP
PAMC2320JU,1.0,214.1,,,,,,,,,,,,,2024-06-19,2320.0,CALL,PAMP
PAMC2380JU,1.0,187.6,,,,,,,,900.0,,,,,2024-06-19,2380.0,CALL,PAMP
PAMC2600JU,1.0,122.9,,,,,,,,300.0,,,,,2024-06-19,2600.0,CALL,PAMP
PAMC2820JU,1.0,75.9,500.0,1.0,,,,,,165.0,,,,,2024-06-19,2820.0,CALL,PAMP
PAMC3040JU,1.0,100.0,,,,,,,,180.0,,,,,2024-06-19,3040.0,CALL,PAMP
PAMC2200AG,1.0,375.8,,,,,,,,,,,,,2024-08-16,2200.0,CALL,PAMP
PAMC2260AG,1.0,354.5,,,,,,,,,,,,,2024-08-16,2260.0,CALL,PAMP
PAMC2380AG,1.0,316.3,,,,,,,,,,,,,2024-08-16,2380.0,CALL,PAMP
PAMC2490AG,1.0,282.6,,,,,,,,,,,,,2024-08-16,2490.0,CALL,PAMP
PAMC2710AG,1.0,200.2,,,,,,,,450.0,,,,,2024-08-16,2710.0,CALL,PAMP
SAMC200.AB,,,,,,,,,,591.0,,,,,2024-04-19,200.0,CALL,SAMI
SUPC430.AB,,,,,,,,,,670.0,,,,,2024-04-19,430.0,CALL,SUPV
SUPC450.AB,,,,,,,,,,650.0,,,,,2024-04-19,450.0,CALL,SUPV
SUPC470.AB,,,,,,,,,,630.0,,,,,2024-04-19,470.0,CALL,SUPV
SUPC490.AB,,,,,,,,,,610.0,,,,,2024-04-19,490.0,CALL,SUPV
SUPC510.AB,,,574.0,9.0,568.0,-20.13,568.0,568.0,568.0,711.2,56800.0,1.0,1.0,2024-02-22 11:29:47,2024-04-19,510.0,CALL,SUPV
SUPC1000AB,1.0,96.2,,,,,,,,,,,,,2024-04-19,1000.0,CALL,SUPV
SUPV1000AB,1.0,32.5,83.4,2.0,,,,,,38.0,,,,,2024-04-19,1000.0,PUT,SUPV
SUPC1100AB,1.0,56.5,,,,,,,,,,,,,2024-04-19,1100.0,CALL,SUPV
SUPV1100AB,1.0,35.0,,,,,,,,,,,,,2024-04-19,1100.0,PUT,SUPV
SUPC1400AB,4.0,9.4,,,,,,,,12.5,,,,,2024-04-19,1400.0,CALL,SUPV
SUPC1500AB,7.0,4.53,38.4,1.0,,,,,,,,,,,2024-04-19,1500.0,CALL,SUPV
SUPC1600AB,13.0,2.05,27.47,2.0,,,,,,,,,,,2024-04-19,1600.0,CALL,SUPV
SUPC840.JU,,,,,,,,,,450.0,,,,,2024-06-19,840.0,CALL,SUPV
SUPV1000JU,,,,,,,,,,15.27,,,,,2024-06-19,1000.0,PUT,SUPV
SUPC1200JU,1.0,105.7,,,,,,,,,,,,,2024-06-19,1200.0,CALL,SUPV
SUPC1300JU,1.0,80.5,,,,,,,,,,,,,2024-06-19,1300.0,CALL,SUPV
SUPC1500JU,1.0,46.2,,,,,,,,,,,,,2024-06-19,1500.0,CALL,SUPV
SUPC1600JU,2.0,33.0,,,,,,,,,,,,,2024-06-19,1600.0,CALL,SUPV
SUPC1100AG,1.0,197.7,,,,,,,,,,,,,2024-08-16,1100.0,CALL,SUPV
SUPC1200AG,1.0,167.9,,,,,,,,,,,,,2024-08-16,1200.0,CALL,SUPV
SUPC1300AG,1.0,131.3,,,,,,,,,,,,,2024-08-16,1300.0,CALL,SUPV
SUPC1400AG,1.0,99.0,,,,,,,,,,,,,2024-08-16,1400.0,CALL,SUPV
SUPC1500AG,1.0,78.1,,,,,,,,,,,,,2024-08-16,1500.0,CALL,SUPV
SUPC1600AG,1.0,60.8,,,,,,,,,,,,,2024-08-16,1600.0,CALL,SUPV
TGNC1900AB,10.0,360.0,520.0,20.0,,,,,,415.0,,,,,2024-04-19,1900.0,CALL,TGNO4
TGNC2300AB,1.0,50.0,220.0,15.0,,,,,,,,,,,2024-04-19,2300.0,CALL,TGNO4
TGNC2300JU,,,350.0,9.0,,,,,,250.0,,,,,2024-06-19,2300.0,CALL,TGNO4
TGSC2500AB,5.0,821.6,984.04,10.0,,,,,,1020.0,,,,,2024-04-19,2500.0,CALL,TGSU2
TGSC2600AB,5.0,736.1,782.49,20.0,,,,,,1500.0,,,,,2024-04-19,2600.0,CALL,TGSU2
TGSV2600AB,,,,,,,,,,7.0,,,,,2024-04-19,2600.0,PUT,TGSU2
TGSC2700AB,,,716.01,20.0,,,,,,800.0,,,,,2024-04-19,2700.0,CALL,TGSU2
TGSC3600AB,5.0,0.5,511.0,10.0,,,,,,,,,,,2024-04-19,3600.0,CALL,TGSU2
TGSV3600AB,,,,,,,,,,64.9,,,,,2024-04-19,3600.0,PUT,TGSU2
TGSV2600JU,,,101.2,83.0,,,,,,23.3,,,,,2024-06-19,2600.0,PUT,TGSU2
TRAC500.AB,,,,,,,,,,860.0,,,,,2024-04-19,500.0,CALL,TRAN
TRAC650.AB,,,842.0,2.0,,,,,,795.0,,,,,2024-04-19,650.0,CALL,TRAN
TRAC1000AB,5.0,508.6,560.7,10.0,,,,,,,,,,,2024-04-19,1000.0,CALL,TRAN
TRAC1100AB,5.0,423.0,497.0,10.0,,,,,,,,,,,2024-04-19,1100.0,CALL,TRAN
TRAC1200AB,5.0,348.5,438.8,10.0,,,,,,,,,,,2024-04-19,1200.0,CALL,TRAN
TRAC1300AB,5.0,252.0,386.2,10.0,,,,,,,,,,,2024-04-19,1300.0,CALL,TRAN
TRAV1300AB,2.0,10.0,,,,,,,,,,,,,2024-04-19,1300.0,PUT,TRAN
TRAC1400AB,5.0,166.4,310.0,9.0,310.0,,310.0,310.0,310.0,,341000.0,11.0,1.0,2024-02-22 11:52:47,2024-04-19,1400.0,CALL,TRAN
TRAV1400AB,5.0,27.7,266.6,10.0,,,,,,,,,,,2024-04-19,1400.0,PUT,TRAN
TRAV1500AB,2.0,15.0,,,,,,,,110.0,,,,,2024-04-19,1500.0,PUT,TRAN
TRAC1700AB,10.0,60.0,180.0,20.0,,,,,,70.0,,,,,2024-04-19,1700.0,CALL,TRAN
TRAV1100JU,,,13.45,63.0,,,,,,3.5,,,,,2024-06-19,1100.0,PUT,TRAN
TRAC2000JU,,,200.0,30.0,,,,,,390.0,,,,,2024-06-19,2000.0,CALL,TRAN
TXAC800.AB,1.0,127.25,175.0,15.0,125.0,-28.57,192.0,192.0,125.0,175.0,719700.0,38.0,3.0,2024-02-22 11:50:33,2024-04-19,800.0,CALL,TXAR
TXAV800.AB,5.0,4.2,146.7,10.0,,,,,,28.0,,,,,2024-04-19,800.0,PUT,TXAR
TXAC850.AB,10.0,80.0,181.7,10.0,90.0,-77.5,90.0,90.0,90.0,400.0,423000.0,47.0,2.0,2024-02-22 11:24:59,2024-04-19,850.0,CALL,TXAR
TXAV850.AB,1.0,50.5,177.1,10.0,,,,,,35.0,,,,,2024-04-19,850.0,PUT,TXAR
TXAC900.AB,5.0,28.8,120.0,10.0,,,,,,120.0,,,,,2024-04-19,900.0,CALL,TXAR
TXAV900.AB,1.0,30.001,,,,,,,,50.0,,,,,2024-04-19,900.0,PUT,TXAR
TXAC950.AB,5.0,1.6,144.3,10.0,,,,,,,,,,,2024-04-19,950.0,CALL,TXAR
TXAV950.AB,1.0,45.0,,,,,,,,,,,,,2024-04-19,950.0,PUT,TXAR
TXAC1000AB,8.0,70.0,80.0,5.0,70.0,25.84,60.0,70.0,60.0,55.625,479900.0,70.0,8.0,2024-02-22 11:58:00,2024-04-19,1000.0,CALL,TXAR
TXAC1100AB,,,100.0,22.0,,,,,,41.1,,,,,2024-04-19,1100.0,CALL,TXAR
TXAC1150AB,1.0,11.5,,,,,,,,,,,,,2024-04-19,1150.0,CALL,TXAR
TXAV1150AB,,,,,,,,,,49.1,,,,,2024-04-19,1150.0,PUT,TXAR
TXAC1350AB,3.0,10.0,44.0,1.0,,,,,,12.75,,,,,2024-04-19,1350.0,CALL,TXAR
TXAC800.JU,48.0,150.0,,,,,,,,,,,,,2024-06-19,800.0,CALL,TXAR
TXAC1000JU,,,,,,,,,,220.0,,,,,2024-06-19,1000.0,CALL,TXAR
TXAC1200JU,,,,,,,,,,170.0,,,,,2024-06-19,1200.0,CALL,TXAR
YPFC18100M,,,,,,,,,,2660.0,,,,,2024-03-15,18100.0,CALL,YPFD
YPFV7600AB,,,11.0,4.0,,,,,,6.5,,,,,2024-04-19,7600.0,PUT,YPFD
YPFC16000A,,,,,,,,,,8140.0,,,,,2024-04-19,16000.0,CALL,YPFD
YPFV16000A,10.0,25.0,,,,,,,,45.0,,,,,2024-04-19,16000.0,PUT,YPFD
YPFC16700A,,,,,,,,,,6350.0,,,,,2024-04-19,16700.0,CALL,YPFD
YPFV16700A,1.0,4.83,187.5,1.0,,,,,,65.044,,,,,2024-04-19,16700.0,PUT,YPFD
YPFC17400A,,,7999.9,1.0,,,,,,6500.0,,,,,2024-04-19,17400.0,CALL,YPFD
YPFV17400A,,,280.0,20.0,,,,,,101.087,,,,,2024-04-19,17400.0,PUT,YPFD
YPFC18100A,2.0,3810.0,5000.0,3.0,,,,,,3653.69,,,,,2024-04-19,18100.0,CALL,YPFD
YPFV18100A,1.0,93.0,750.0,10.0,,,,,,,,,,,2024-04-19,18100.0,PUT,YPFD
YPFV18800A,30.0,95.0,645.0,1.0,590.0,-32.76,590.0,590.0,590.0,877.46,59000.0,1.0,1.0,2024-02-22 11:27:19,2024-04-19,18800.0,PUT,YPFD
YPFC19700A,1.0,2574.27,3990.2,2.0,3400.0,,3400.0,3400.0,3400.0,,9860000.0,29.0,1.0,2024-02-22 12:02:30,2024-04-19,19700.0,CALL,YPFD
YPFV19700A,2.0,700.0,1050.0,10.0,,,,,,700.0,,,,,2024-04-19,19700.0,PUT,YPFD
YPFV20600A,5.0,990.5,4199.8,10.0,,,,,,590.0,,,,,2024-04-19,20600.0,PUT,YPFD
YPFC21500A,15.0,2100.0,2500.0,1.0,2300.0,12.19,2200.0,2300.0,2200.0,2050.0,900000.0,4.0,3.0,2024-02-22 12:00:08,2024-04-19,21500.0,CALL,YPFD
YPFC22400A,5.0,2000.0,2200.0,2.0,2000.0,12.67,1999.9,2000.0,1999.9,1775.0,799990.0,4.0,3.0,2024-02-22 11:59:59,2024-04-19,22400.0,CALL,YPFD
YPFC23500A,2.0,900.0,1450.0,2.0,,,,,,825.0,,,,,2024-04-19,23500.0,CALL,YPFD
YPFV23500A,3.0,4000.0,4700.0,10.0,4000.0,,,,,4000.0,,,,2024-02-22 12:01:55,2024-04-19,23500.0,PUT,YPFD
YPFC25700A,10.0,750.0,830.0,3.0,,,,,,715.0,,,,,2024-04-19,25700.0,CALL,YPFD
YPFC26800A,99.0,610.0,699.0,2.0,700.0,27.27,570.0,700.0,570.0,550.0,662000.0,11.0,6.0,2024-02-22 12:00:17,2024-04-19,26800.0,CALL,YPFD
YPFC27900A,1.0,163.29,699.9,1.0,,,,,,,,,,,2024-04-19,27900.0,CALL,YPFD
YPFC30100A,1.0,60.0,350.0,34.0,,,,,,170.43,,,,,2024-04-19,30100.0,CALL,YPFD
YPFV15300J,,,175.9,1.0,,,,,,64.8,,,,,2024-06-19,15300.0,PUT,YPFD
YPFV16000J,,,248.9,21.0,,,,,,108.3,,,,,2024-06-19,16000.0,PUT,YPFD
YPFV20600J,,,,,,,,,,250.0,,,,,2024-06-19,20600.0,PUT,YPFD
YPFC23500J,,,,,,,,,,4500.0,,,,,2024-06-19,23500.0,CALL,YPFD
YPFC24600J,,,6000.0,1.0,,,,,,3000.0,,,,,2024-06-19,24600.0,CALL,YPFD
YPFC27900J,3.0,10.0,,,,,,,,,,,,,2024-06-19,27900.0,CALL,YPFD
YPFC29000J,5.0,10.0,,,,,,,,,,,,,2024-06-19,29000.0,CALL,YPFD
YPFC30100J,1.0,120.0,,,,,,,,,,,,,2024-06-19,30100.0,CALL,YPFD
